t_s,R91,s.1,R92,s.2,R93,s.3,R94,s.4,R95,s.5,R96,s.6,R97,s.7,R98,s.8,R83,s.9,R84,s.10,R85,s.11,R86,s.12,R87,s.13,R88,s.14,R89,s.15,R90,s.16,R75,s.17,R76,s.18,R77,s.19,R78,s.20,R80,s.21,R81,s.22,R82
1445,0.0195778086781502,1445,0.0486794859170914,1445,0.061892032623291,1445,0.041845865547657,1445,0.0473263524472713,1445,0.0414989851415157,1445,0.065548300743103,1445,0.071545198559761,1445,0.0424521155655384,1445,0.057362325489521,1445,0.0419755466282368,1445,0.036504440009594,1445,0.0388341322541237,1445,0.0107933999970555,1445,0.0739123895764351,1445,0.0521349608898163,1445,0.0389028824865818,1445,0.034985676407814,1445,0.0190817154943943,1445,0.0231832880526781,1445,0.0535802841186523,1445,0.021333284676075,1445,0.0361630246043205
1450,0.01955671235919,1450,0.0486865118145943,1450,0.061889685690403,1450,0.0417950823903084,1450,0.0472716614603996,1450,0.0414669513702393,1450,0.0655170455574989,1450,0.0715358182787895,1450,0.0424536801874638,1450,0.0572771728038788,1450,0.0419638343155384,1450,0.0364677123725414,1450,0.0387653820216656,1450,0.0107629299163818,1450,0.0738319158554077,1450,0.0521201230585575,1450,0.0389021001756191,1450,0.0349841192364693,1450,0.0190809331834316,1450,0.0231856349855661,1450,0.0535693429410458,1450,0.0213325023651123,1450,0.0361536480486393
1455,0.0195371806621552,1455,0.0486935414373875,1455,0.0618889033794403,1455,0.041741169989109,1455,0.0472201034426689,1455,0.0414458550512791,1455,0.0654990747570992,1455,0.0715280100703239,1455,0.0424575805664063,1455,0.057195920497179,1455,0.0419528968632221,1455,0.0364333428442478,1455,0.0387005433440208,1455,0.0107301231473684,1455,0.0737467557191849,1455,0.0521029271185398,1455,0.0389021001756191,1455,0.0349786467850208,1455,0.0190778058022261,1455,0.0231840703636408,1455,0.0535591877996922,1455,0.0213262550532818,1455,0.0361411571502686
1460,0.0192364025861025,1460,0.0486880764365196,1460,0.0618318729102612,1460,0.0416849218308926,1460,0.0471591651439667,1460,0.0414153933525085,1460,0.0654678344726562,1460,0.0715037882328033,1460,0.0424575805664063,1460,0.0571123212575912,1460,0.0419396087527275,1460,0.036397397518158,1460,0.038628663867712,1460,0.0106949610635638,1460,0.0736576989293098,1460,0.0520865246653557,1460,0.0389036647975445,1460,0.0349778644740582,1460,0.0190770234912634,1460,0.0231848526746035,1460,0.0535505935549736,1460,0.0213293731212616,1460,0.0361325554549694
1465,0.0192949958145618,1465,0.0486966706812382,1465,0.0618584416806698,1465,0.0416357032954693,1465,0.047108381986618,1465,0.0413888245820999,1465,0.0654295533895493,1465,0.0714912787079811,1465,0.0424607060849667,1465,0.0570279471576214,1465,0.0419278889894485,1465,0.0363645926117897,1465,0.0385630391538143,1465,0.0106613729149103,1465,0.0735717564821243,1465,0.0520685575902462,1465,0.0389052294194698,1465,0.0349739640951157,1465,0.0190754607319832,1465,0.0231840703636408,1465,0.053538091480732,1465,0.0213285926729441,1465,0.036120843142271
1470,0.0193364042788744,1470,0.0487044788897038,1470,0.0618678070604801,1470,0.0415818020701408,1470,0.0470568165183067,1470,0.0413630492985249,1470,0.065404549241066,1470,0.0714795663952827,1470,0.04246461763978,1470,0.0569443590939045,1470,0.0419161804020405,1470,0.0363325588405132,1470,0.0384927280247211,1470,0.0106285568326712,1470,0.0734826996922493,1470,0.0520529337227345,1470,0.0389083474874496,1470,0.0349739640951157,1470,0.0190770234912634,1470,0.0231864154338837,1470,0.0535341836512089,1470,0.0213317200541496,1470,0.0361130237579346
1475,0.0193551536649466,1475,0.0487122908234596,1475,0.0618725009262562,1475,0.0415294542908669,1475,0.0470044799149036,1475,0.0413364879786968,1475,0.0653897076845169,1475,0.0714655071496963,1475,0.0424669533967972,1475,0.0568607598543167,1475,0.0419036746025085,1475,0.0362958423793316,1475,0.0384185016155243,1475,0.010595740750432,1475,0.0733983218669891,1475,0.0520576164126396,1475,0.0389106944203377,1475,0.0349747464060783,1475,0.0190778058022261,1475,0.0231903269886971,1475,0.053526371717453,1475,0.0213348474353552,1475,0.0361052118241787
1480,0.01936374604702,1480,0.0487177632749081,1480,0.0618740655481815,1480,0.0414771065115929,1480,0.0469560325145721,1480,0.0413138270378113,1480,0.0653647035360336,1480,0.0714561268687248,1480,0.0424700826406479,1480,0.0567779541015625,1480,0.0418919548392296,1480,0.0362638086080551,1480,0.0383544452488422,1480,0.0105629349127412,1480,0.0733077004551888,1480,0.0520521551370621,1480,0.0389138199388981,1480,0.0349723994731903,1480,0.0190785881131887,1480,0.0231934450566769,1480,0.0535177774727345,1480,0.0213387478142977,1480,0.0360997468233109
1485,0.0193676557391882,1485,0.0487271398305893,1485,0.0618779733777046,1485,0.0414232052862644,1485,0.0469005666673183,1485,0.0412872694432735,1485,0.0653396993875504,1485,0.0714405030012131,1485,0.0424716472625732,1485,0.0566943548619747,1485,0.0418786704540253,1485,0.0362286567687988,1485,0.0382856950163841,1485,0.0105277728289366,1485,0.0732170641422272,1485,0.0520388670265675,1485,0.0389146022498608,1485,0.0349716171622276,1485,0.0190778058022261,1485,0.0231965724378824,1485,0.0535091869533062,1485,0.0213364120572805,1485,0.0360911563038826
1490,0.0193676557391882,1490,0.0487357303500175,1490,0.0618803203105927,1490,0.0413638278841972,1490,0.0468451008200645,1490,0.0412622615695,1490,0.0653162524104118,1490,0.0714248865842819,1490,0.0424747727811337,1490,0.0566091984510422,1490,0.0418669581413269,1490,0.0361919291317463,1490,0.0382177233695984,1490,0.0104824639856815,1490,0.0731233209371567,1490,0.0520193390548229,1490,0.0389161668717861,1490,0.0349669270217419,1490,0.0190778058022261,1490,0.0231942273676395,1490,0.053499810397625,1490,0.0213317200541496,1490,0.0360809974372387
1495,0.0193645283579826,1495,0.0487451069056988,1495,0.06187953799963,1495,0.0413185097277164,1495,0.0467935353517532,1495,0.0412357039749622,1495,0.0652943775057793,1495,0.0714084804058075,1495,0.0424786731600761,1495,0.0565287284553051,1495,0.0418552383780479,1495,0.0361575596034527,1495,0.0381489731371403,1495,0.0104605862870812,1495,0.0730303525924683,1495,0.0520052723586559,1495,0.0389153845608234,1495,0.0349653698503971,1495,0.0190770234912634,1495,0.0231934450566769,1495,0.053488090634346,1495,0.0213262550532818,1495,0.0360677130520344
1500,0.0193567182868719,1500,0.0487529188394547,1500,0.0618803203105927,1500,0.0412607006728649,1500,0.0467411875724792,1500,0.0412114784121513,1500,0.0652693957090378,1500,0.0713944062590599,1500,0.0424833670258522,1500,0.0564451403915882,1500,0.0418427363038063,1500,0.0361255258321762,1500,0.0380794405937195,1500,0.010426988825202,1500,0.0729350447654724,1500,0.0519826225936413,1500,0.0389185026288033,1500,0.0349622443318367,1500,0.0190770234912634,1500,0.0231926627457142,1500,0.0534841902554035,1500,0.0213215630501509,1500,0.0360536575317383
1505,0.019349679350853,1505,0.0487599447369576,1505,0.06187953799963,1505,0.0412138253450394,1505,0.0466802604496479,1505,0.0411817915737629,1505,0.0652451664209366,1505,0.0713772177696228,1505,0.0424833670258522,1505,0.0563615411520004,1505,0.041829451918602,1505,0.0360919386148453,1505,0.0380083471536636,1505,0.0103957457467914,1505,0.0728397369384766,1505,0.0519630908966064,1505,0.0389224141836166,1505,0.0349583327770233,1505,0.0190785881131887,1505,0.0231965724378824,1505,0.053476370871067,1505,0.0213199984282255,1505,0.0360473990440369
1510,0.0193434320390224,1510,0.0487685464322567,1510,0.0618811026215553,1510,0.0411630421876907,1510,0.0466216653585434,1510,0.0411599241197109,1510,0.0652264207601547,1510,0.0713678523898125,1510,0.0424880497157574,1510,0.0562787316739559,1510,0.0418161749839783,1510,0.0360583402216434,1510,0.0379395969212055,1510,0.0103637119755149,1510,0.0727444067597389,1510,0.051945123821497,1510,0.0389263145625591,1510,0.0349559858441353,1510,0.0190801527351141,1510,0.0231973547488451,1510,0.0534693412482738,1510,0.021316098049283,1510,0.0360372439026833
1515,0.0193356219679117,1515,0.0487787052989006,1515,0.0618826486170292,1515,0.0411138236522675,1515,0.0465685352683067,1515,0.0411357022821903,1515,0.0652006343007088,1515,0.0713522359728813,1515,0.04248883202672,1515,0.0561959147453308,1515,0.0418013259768486,1515,0.0360239706933498,1515,0.0378684997558594,1515,0.0103324605152011,1515,0.0726459845900536,1515,0.0519255921244621,1515,0.0389294438064098,1515,0.0349520854651928,1515,0.0190809331834316,1515,0.0232020374387503,1515,0.0534615330398083,1515,0.0213176626712084,1515,0.0360278710722923
1520,0.0193262472748756,1520,0.0487857349216938,1520,0.0618826486170292,1520,0.0410638228058815,1520,0.0465200990438461,1520,0.0411114878952503,1520,0.0651701688766479,1520,0.0713381543755531,1520,0.0424919612705708,1520,0.0561130978167057,1520,0.0417857058346272,1520,0.0359888076782227,1520,0.0377981923520565,1520,0.010298871435225,1520,0.0725459828972816,1520,0.0519060604274273,1520,0.0389302261173725,1520,0.0349497422575951,1520,0.0190809331834316,1520,0.0231997016817331,1520,0.0534529387950897,1520,0.0213106237351894,1520,0.0360153652727604
1525,0.0193129628896713,1525,0.048791978508234,1525,0.0618623346090317,1525,0.0410130508244038,1525,0.0464685335755348,1525,0.0410857014358044,1525,0.0651561170816422,1525,0.0713233202695847,1525,0.0424950793385506,1525,0.0560310743749142,1525,0.0417716391384602,1525,0.035954438149929,1525,0.0377270989120007,1525,0.0102660562843084,1525,0.0724451988935471,1525,0.0518865287303925,1525,0.0389325693249702,1525,0.0349450595676899,1525,0.0190785881131887,1525,0.0232028197497129,1525,0.0534427836537361,1525,0.0213035959750414,1525,0.0359981805086136
1530,0.0193098355084658,1530,0.0488029196858406,1530,0.0618748478591442,1530,0.0409638285636902,1530,0.0464193150401115,1530,0.0410614870488644,1530,0.0651326701045036,1530,0.0713116079568863,1530,0.0424974225461483,1530,0.0559474751353264,1530,0.0417591482400894,1530,0.0359200574457645,1530,0.0376575663685799,1530,0.0102308942005038,1530,0.0723436325788498,1530,0.0518677681684494,1530,0.038885697722435,1530,0.0349380187690258,1530,0.0190785881131887,1530,0.0232020374387503,1530,0.0534334070980549,1530,0.0212957859039307,1530,0.0359895899891853
1535,0.0193012431263924,1535,0.0488130748271942,1535,0.0618811026215553,1535,0.0409091375768185,1535,0.0463685318827629,1535,0.0410380437970161,1535,0.0651115775108337,1535,0.0712959691882133,1535,0.0425013341009617,1535,0.0558638833463192,1535,0.0417450815439224,1535,0.0358864665031433,1535,0.0375864692032337,1535,0.0101996511220932,1535,0.0722420662641525,1535,0.051852148026228,1535,0.0389185026288033,1535,0.0349380187690258,1535,0.0190793704241514,1535,0.0232043825089931,1535,0.0534248165786266,1535,0.0212957859039307,1535,0.0359794311225414
1540,0.0192934311926365,1540,0.0488208867609501,1540,0.0618834309279919,1540,0.0408607013523579,1540,0.0463193133473396,1540,0.0410122685134411,1540,0.0650920495390892,1540,0.0712795630097389,1540,0.0425067991018295,1540,0.0557818487286568,1540,0.0417341403663158,1540,0.0358528718352318,1540,0.037519283592701,1540,0.0101676173508167,1540,0.0721381530165672,1540,0.0518349632620811,1540,0.0389310047030449,1540,0.0349356830120087,1540,0.0190817154943943,1540,0.0232067294418812,1540,0.0534162223339081,1540,0.0212965682148933,1540,0.0359700582921505
1545,0.0192817114293575,1545,0.048830259591341,1545,0.0618857741355896,1545,0.0408106967806816,1545,0.0462693125009537,1545,0.0409903898835182,1545,0.065070167183876,1545,0.0712662860751152,1545,0.0425114892423153,1545,0.0556990429759026,1545,0.0417208559811115,1545,0.03581927344203,1545,0.0374497510492802,1545,0.0101332375779748,1545,0.0720342621207237,1545,0.0518193319439888,1545,0.0389364697039127,1545,0.0349309928715229,1545,0.019082497805357,1545,0.0232106391340494,1545,0.0534052848815918,1545,0.0212918762117624,1545,0.0359591208398342
1550,0.019275464117527,1550,0.0488247945904732,1550,0.0618857741355896,1550,0.0407591424882412,1550,0.046220101416111,1550,0.0409630462527275,1550,0.0650373622775078,1550,0.0712467581033707,1550,0.0425130538642406,1550,0.0556162260472775,1550,0.0417068004608154,1550,0.0357856824994087,1550,0.0373802185058594,1550,0.0101012131199241,1550,0.0719272196292877,1550,0.0518068410456181,1550,0.0389442928135395,1550,0.0349263101816177,1550,0.0190817154943943,1550,0.0232129767537117,1550,0.0533943437039852,1550,0.0212864112108946,1550,0.0359466150403023
1555,0.0192660894244909,1555,0.0488021373748779,1555,0.0618857741355896,1555,0.0407083593308926,1555,0.0461661890149117,1555,0.0409341417253017,1555,0.0650021955370903,1555,0.0712334811687469,1555,0.0425161719322205,1555,0.0555349737405777,1555,0.0416974239051342,1555,0.0357544310390949,1555,0.037313811480999,1555,0.0100707430392504,1555,0.0718233063817024,1555,0.0518052764236927,1555,0.0389474108815193,1555,0.0349239632487297,1555,0.0190817154943943,1555,0.0232145395129919,1555,0.0533873066306114,1555,0.0212887562811375,1555,0.035938024520874
1560,0.0192481223493814,1560,0.0488497912883759,1560,0.0618865564465523,1560,0.0406591407954693,1560,0.0461130626499653,1560,0.0409122630953789,1560,0.0649865716695786,1560,0.0712147280573845,1560,0.0425169542431831,1560,0.0554490350186825,1560,0.0416825748980045,1560,0.0357192791998386,1560,0.0372450612485409,1560,0.0100371455773711,1560,0.0717139393091202,1560,0.0517833977937698,1560,0.038948193192482,1560,0.0349192693829536,1560,0.0190801527351141,1560,0.0232184492051601,1560,0.0533787161111832,1560,0.0212864112108946,1560,0.0359177105128765
1565,0.0192489046603441,1565,0.0488622933626175,1565,0.061889685690403,1565,0.0406138226389885,1565,0.0460677519440651,1565,0.0408841408789158,1565,0.0649803131818771,1565,0.0711990892887115,1565,0.0425193011760712,1565,0.0553662292659283,1565,0.0416700839996338,1565,0.0356848984956741,1565,0.0371770933270454,1565,0.0100051211193204,1565,0.0716053545475006,1565,0.0517630837857723,1565,0.0389505364000797,1565,0.0349153690040112,1565,0.019082497805357,1565,0.0232215691357851,1565,0.0533685572445393,1565,0.0212778188288212,1565,0.0359161570668221
1570,0.0192442126572132,1570,0.0488740131258965,1570,0.061892032623291,1570,0.0405653864145279,1570,0.0460169687867165,1570,0.0408622622489929,1570,0.0649561136960983,1570,0.0711889415979385,1570,0.0425224304199219,1570,0.0552834123373032,1570,0.0416583642363548,1570,0.0356513112783432,1570,0.0371106900274754,1570,0.00997777003794909,1570,0.0714983195066452,1570,0.0517458990216255,1570,0.0389536656439304,1570,0.0349114611744881,1570,0.0190832801163197,1570,0.0232246965169907,1570,0.0533623099327087,1570,0.0212746895849705,1570,0.0359028726816177
1575,0.019239529967308,1575,0.0488841719925404,1575,0.0618959404528141,1575,0.0405185110867023,1575,0.0459818169474602,1575,0.0408419519662857,1575,0.0649451613426208,1575,0.0711741074919701,1575,0.0424927398562431,1575,0.0551959127187729,1575,0.0416427329182625,1575,0.035616148263216,1575,0.0370388105511665,1575,0.0099433995783329,1575,0.0713850408792496,1575,0.0517271496355534,1575,0.0389560014009476,1575,0.0349044315516949,1575,0.019082497805357,1575,0.0232223514467478,1575,0.0533513724803925,1575,0.0212676618248224,1575,0.0358919315040112
1580,0.0192332733422518,1580,0.0488927625119686,1580,0.0618756264448166,1580,0.0404677279293537,1580,0.0459240041673183,1580,0.0408177375793457,1580,0.0649209544062614,1580,0.0711569041013718,1580,0.042486485093832,1580,0.0551091954112053,1580,0.0416294559836388,1580,0.0355794318020344,1580,0.0369684956967831,1580,0.00991058349609375,1580,0.0712717622518539,1580,0.0517076179385185,1580,0.0389583483338356,1580,0.0348989591002464,1580,0.019082497805357,1580,0.023223914206028,1580,0.0533396527171135,1580,0.0212598517537117,1580,0.0358778648078442
1585,0.0192246809601784,1585,0.048894327133894,1585,0.0618842095136642,1585,0.0404185093939304,1585,0.0458802506327629,1585,0.0407958589494228,1585,0.0649123564362526,1585,0.0711381509900093,1585,0.0424927398562431,1585,0.0550271607935429,1585,0.0416169539093971,1585,0.0355466157197952,1585,0.036902092397213,1585,0.00988089572638273,1585,0.0711600258946419,1585,0.0516904331743717,1585,0.0389614775776863,1585,0.0348950587213039,1585,0.0190809331834316,1585,0.0232270434498787,1585,0.0533318407833576,1585,0.0212535951286554,1585,0.0358692742884159
1590,0.0191926471889019,1590,0.0489115118980408,1590,0.0618935935199261,1590,0.0403700731694698,1590,0.0458372868597507,1590,0.0407724194228649,1590,0.0648990795016289,1590,0.0711240917444229,1590,0.0424919612705708,1590,0.054942786693573,1590,0.0416036695241928,1590,0.0355106815695763,1590,0.0368309952318668,1590,0.00984730664640665,1590,0.0710490942001343,1590,0.051674023270607,1590,0.0389630421996117,1590,0.0348895825445652,1590,0.0190817154943943,1590,0.0232286062091589,1590,0.053321685642004,1590,0.0212551597505808,1590,0.0358598977327347
1595,0.0192074961960316,1595,0.0489216707646847,1595,0.0618943758308887,1595,0.0403192900121212,1595,0.0457896217703819,1595,0.0407474227249622,1595,0.064880333840847,1595,0.0711108222603798,1595,0.0424935221672058,1595,0.0548584051430225,1595,0.0415911749005318,1595,0.0354755185544491,1595,0.0367606803774834,1595,0.00981605518609285,1595,0.0709366053342819,1595,0.0516568347811699,1595,0.0389677211642265,1595,0.0348880179226398,1595,0.019082497805357,1595,0.0232332888990641,1595,0.0533115267753601,1595,0.0212465655058622,1595,0.0358544327318668
1600,0.0192051492631435,1600,0.0489341728389263,1600,0.0618998520076275,1600,0.0402731969952583,1600,0.045744314789772,1600,0.0407169535756111,1600,0.0648545473814011,1600,0.0710975229740143,1600,0.0424966439604759,1600,0.0547748170793056,1600,0.0415700823068619,1600,0.0354434959590435,1600,0.036695059388876,1600,0.00978402141481638,1600,0.0708233043551445,1600,0.0516404323279858,1600,0.0389700680971146,1600,0.0348841175436974,1600,0.0190832801163197,1600,0.023237980902195,1600,0.0533037185668945,1600,0.0212418735027313,1600,0.0358434952795506
1605,0.0192035865038633,1605,0.0489443279802799,1605,0.0618990696966648,1605,0.0402169488370419,1605,0.0456958748400211,1605,0.0406958572566509,1605,0.0648428127169609,1605,0.0710826888680458,1605,0.0424997694790363,1605,0.0546927824616432,1605,0.0415685176849365,1605,0.0354106798768044,1605,0.0366270914673805,1605,0.00975433364510536,1605,0.0707068964838982,1605,0.0516193360090256,1605,0.0389708504080772,1605,0.0348763093352318,1605,0.019082497805357,1605,0.0232410989701748,1605,0.0532935597002506,1605,0.0212340634316206,1605,0.0358286462724209
1610,0.0191973391920328,1610,0.0489560402929783,1610,0.0618982873857021,1610,0.0401692949235439,1610,0.0456474386155605,1610,0.0406747609376907,1610,0.0648326650261879,1610,0.0710717588663101,1610,0.0425021164119244,1610,0.0546099729835987,1610,0.0415567979216576,1610,0.0353778637945652,1610,0.0365583412349224,1610,0.00972229894250631,1610,0.0705936253070831,1610,0.0516013689339161,1610,0.0389724150300026,1610,0.0348716154694557,1610,0.0190848354250193,1610,0.0232442282140255,1610,0.0532826222479343,1610,0.0212262533605099,1610,0.035797405987978
1615,0.0191934294998646,1615,0.0489654131233692,1615,0.0618990696966648,1615,0.0401224121451378,1615,0.0455943085253239,1615,0.0406310185790062,1615,0.0648068785667419,1615,0.071052223443985,1615,0.0425060167908669,1615,0.0545271560549736,1615,0.0415419563651085,1615,0.0353427119553089,1615,0.0364872440695763,1615,0.00969182979315519,1615,0.0704779997467995,1615,0.0515826195478439,1615,0.0389755330979824,1615,0.0348669327795506,1615,0.0190863981842995,1615,0.0232395455241203,1615,0.0532740280032158,1615,0.0212231241166592,1615,0.0358028672635555
1620,0.0191910937428474,1620,0.0489755719900131,1620,0.0618912503123283,1620,0.0400755405426025,1620,0.0455466546118259,1620,0.0406208597123623,1620,0.0647826716303825,1620,0.0710428431630135,1620,0.0425083637237549,1620,0.0544466860592365,1620,0.0415294542908669,1620,0.0353091135621071,1620,0.0364208407700062,1620,0.00966058671474457,1620,0.0703615918755531,1620,0.0515669919550419,1620,0.0389786623418331,1620,0.0348591133952141,1620,0.0190871804952621,1620,0.0232512559741735,1620,0.0532607436180115,1620,0.0212160963565111,1620,0.03579505905509
1625,0.0191848371177912,1625,0.0489880740642548,1625,0.0618990696966648,1625,0.0400294475257397,1625,0.0455036908388138,1625,0.0406021103262901,1625,0.0647670328617096,1625,0.0710303485393524,1625,0.0425138361752033,1625,0.0543654412031174,1625,0.0415208600461483,1625,0.0352778695523739,1625,0.0363536551594734,1625,0.00963168125599623,1625,0.0702459737658501,1625,0.0515513680875301,1625,0.0389817878603935,1625,0.0348559953272343,1625,0.0190856158733368,1625,0.0232207868248224,1625,0.0532521530985832,1625,0.0212129689753056,1625,0.035784900188446
1630,0.019180154427886,1630,0.048999011516571,1630,0.0618975050747395,1630,0.0399810113012791,1630,0.0454482175409794,1630,0.0405786707997322,1630,0.0647459402680397,1630,0.071016289293766,1630,0.0425169542431831,1630,0.0542826242744923,1630,0.041509922593832,1630,0.035242710262537,1630,0.0362841226160526,1630,0.0095973014831543,1630,0.0701280012726784,1630,0.0515318363904953,1630,0.0389849171042442,1630,0.0348497368395329,1630,0.0190848354250193,1630,0.0232590772211552,1630,0.053242776542902,1630,0.0212075039744377,1630,0.0357739627361298
1635,0.0191707797348499,1635,0.0490060411393642,1635,0.0618959404528141,1635,0.0399317927658558,1635,0.0454044714570045,1635,0.040557574480772,1635,0.064735010266304,1635,0.0710006505250931,1635,0.0425185188651085,1635,0.0542021542787552,1635,0.0414966382086277,1635,0.0352083407342434,1635,0.0362177155911922,1635,0.00956526771187782,1635,0.0700076818466187,1635,0.0515154264867306,1635,0.038988035172224,1635,0.0348458364605904,1635,0.0190848354250193,1635,0.0232637599110603,1635,0.0532302744686604,1635,0.0212004743516445,1635,0.0357638075947762
1640,0.0191645231097937,1640,0.0490169785916805,1640,0.0618943758308887,1640,0.0398833565413952,1640,0.0453536882996559,1640,0.0405364781618118,1640,0.0647201687097549,1640,0.0709873735904694,1640,0.0425208657979965,1640,0.0541209131479263,1640,0.0414864830672741,1640,0.0351747423410416,1640,0.0361505299806595,1640,0.00953479763120413,1640,0.0698873698711395,1640,0.0514958947896957,1640,0.0389895997941494,1640,0.0348395816981792,1640,0.0190871804952621,1640,0.0232692323625088,1640,0.0532216839492321,1640,0.021197346970439,1640,0.0357505232095718
1645,0.0191114041954279,1645,0.0490271374583244,1645,0.0618904680013657,1645,0.0398325733840466,1645,0.0453083775937557,1645,0.0405114814639091,1645,0.0646709427237511,1645,0.0709686279296875,1645,0.0425232127308846,1645,0.0540388748049736,1645,0.0414747707545757,1645,0.0351403690874577,1645,0.0360817797482014,1645,0.00950120948255062,1645,0.0697670504450798,1645,0.0514755807816982,1645,0.0389919467270374,1645,0.0348317697644234,1645,0.0190863981842995,1645,0.0232715699821711,1645,0.0532138720154762,1645,0.0211848448961973,1645,0.0357395932078362
1650,0.0191223435103893,1650,0.0490365102887154,1650,0.0618865564465523,1650,0.039783351123333,1650,0.045253686606884,1650,0.0404888242483139,1650,0.0646857842803001,1650,0.0709553509950638,1650,0.0425239950418472,1650,0.0539568401873112,1650,0.0414646156132221,1650,0.0351075530052185,1650,0.0360083393752575,1650,0.00946761108934879,1650,0.0696467384696007,1650,0.0514568313956261,1650,0.0389919467270374,1650,0.0348239615559578,1650,0.0190848354250193,1650,0.0232754796743393,1650,0.0532013699412346,1650,0.0211692228913307,1650,0.0357169322669506
1655,0.0191168691962957,1655,0.0490505769848824,1655,0.0618818663060665,1655,0.039733350276947,1655,0.0452052503824234,1655,0.0404646098613739,1655,0.0646397024393082,1655,0.0709389448165894,1655,0.0425255484879017,1655,0.0538748167455196,1655,0.0414521098136902,1655,0.0350747369229794,1655,0.0359419323503971,1655,0.0094371410086751,1655,0.069523312151432,1655,0.05144277587533,1655,0.0389942936599255,1655,0.0348177142441273,1655,0.0190848354250193,1655,0.0232809446752071,1655,0.0531904399394989,1655,0.0211653131991625,1655,0.0357130244374275
1660,0.0191145222634077,1660,0.0490623004734516,1660,0.06187953799963,1660,0.0396888256072998,1660,0.0451599396765232,1660,0.0404489785432816,1660,0.0646412670612335,1660,0.0709225237369537,1660,0.0425263307988644,1660,0.0537919998168945,1660,0.0414372608065605,1660,0.0350411497056484,1660,0.0358770936727524,1660,0.00940668117254972,1660,0.0694014355540276,1660,0.0514255911111832,1660,0.0389974117279053,1660,0.0348130203783512,1660,0.0190856158733368,1660,0.0232856366783381,1660,0.0531802847981453,1660,0.0211606305092573,1660,0.0357036478817463
1665,0.0191082768142223,1665,0.049073226749897,1665,0.0618771910667419,1665,0.0396403893828392,1665,0.0451107211410999,1665,0.0404239818453789,1665,0.0646123513579369,1665,0.0709069073200226,1665,0.042527113109827,1665,0.0537099726498127,1665,0.0414278879761696,1665,0.0350091159343719,1665,0.035809114575386,1665,0.00937386509031057,1665,0.0692787691950798,1665,0.0514083951711655,1665,0.039002101868391,1665,0.034806776791811,1665,0.0190871804952621,1665,0.0232903193682432,1665,0.0531709082424641,1665,0.021159065887332,1665,0.03569271042943
1670,0.0191004648804665,1670,0.0490841679275036,1670,0.0618725009262562,1670,0.0395966321229935,1670,0.045060720294714,1670,0.0404060147702694,1670,0.0646357908844948,1670,0.0708959773182869,1670,0.0425310209393501,1670,0.0536279380321503,1670,0.0414130501449108,1670,0.0349762998521328,1670,0.0357419289648533,1670,0.0093418313190341,1670,0.0691545680165291,1670,0.0514021478593349,1670,0.039002101868391,1670,0.0347966179251671,1670,0.0190848354250193,1670,0.0232942290604115,1670,0.0531607531011105,1670,0.0211504735052586,1670,0.0356763079762459
1675,0.0190926548093557,1675,0.0490927696228027,1675,0.0618670247495174,1675,0.0395489782094955,1675,0.0449771210551262,1675,0.0403817929327488,1675,0.0646022036671638,1675,0.0708803534507751,1675,0.0425325855612755,1675,0.0535451211035252,1675,0.0414005443453789,1675,0.0349434949457645,1675,0.0356739610433578,1675,0.00930902455002069,1675,0.0690311193466187,1675,0.0513935536146164,1675,0.0390052199363708,1675,0.0347919277846813,1675,0.0190863981842995,1675,0.0232950113713741,1675,0.0531521514058113,1675,0.0211481284350157,1675,0.0356677137315273
1680,0.0190871804952621,1680,0.0491060428321362,1680,0.061863899230957,1680,0.0394989773631096,1680,0.0449552536010742,1680,0.040362261235714,1680,0.0645787641406059,1680,0.0708686262369156,1680,0.0425349213182926,1680,0.0534623116254807,1680,0.0413903892040253,1680,0.0349114611744881,1680,0.0356083400547504,1680,0.00927620846778154,1680,0.0689053311944008,1680,0.0513724610209465,1680,0.0390075668692589,1680,0.0347864627838135,1680,0.0190863981842995,1680,0.0233090687543154,1680,0.0531443394720554,1680,0.0211410988122225,1680,0.0356591232120991
1685,0.0190785881131887,1685,0.0491130724549294,1685,0.0618576593697071,1685,0.0394583493471146,1685,0.0449060350656509,1685,0.0403411649167538,1685,0.064551405608654,1685,0.0708506554365158,1685,0.042538832873106,1685,0.0533802770078182,1685,0.0413802340626717,1685,0.0348802097141743,1685,0.0355427153408527,1685,0.00924652069807053,1685,0.0687803477048874,1685,0.0513474643230438,1685,0.0390122607350349,1685,0.0347825512290001,1685,0.0190887451171875,1685,0.0233153235167265,1685,0.0531341843307018,1685,0.0211410988122225,1685,0.0356481820344925
1690,0.019070778042078,1690,0.0491224452853203,1690,0.0618560984730721,1690,0.039412260055542,1690,0.0448591522872448,1690,0.0403185077011585,1690,0.0645584464073181,1690,0.0708397254347801,1690,0.0425403974950314,1690,0.053297471255064,1690,0.0413692928850651,1690,0.0348489545285702,1690,0.0354786477982998,1690,0.00921448692679405,1690,0.0686553344130516,1690,0.0513287037611008,1690,0.0390106961131096,1690,0.0347747430205345,1690,0.0190879628062248,1690,0.023319223895669,1690,0.0531240254640579,1690,0.0211371891200542,1690,0.0356364622712135
